"","Survived","Pclass","Sex","Age","NSibSp","NParch","Embarked","Title","Cabin1","Cost"
"478","0","3","male",29,"1","0","S","Mr","0","cheap"
"479","0","3","male",22,"0","0","S","Mr","0","cheap"
"480","1","3","female",2,"0","1","S","Miss","0","cheap"
"481","0","3","male",9,"2","2","S","Other","0","medium"
"482","0","2","male",NA,"0","0","S","Mr","0","cheap"
"483","0","3","male",50,"0","0","S","Mr","0","cheap"
"484","1","3","female",63,"0","0","S","Mr","0","cheap"
"485","1","1","male",25,"1","0","C","Mr","1","exp"
"486","0","3","female",NA,"2","1","S","Miss","0","cheap"
"487","1","1","female",35,"1","0","S","Mr","1","exp"
"488","0","1","male",58,"0","0","C","Mr","1","cheap"
"489","0","3","male",30,"0","0","S","Mr","0","cheap"
"490","1","3","male",9,"1","1","S","Other","0","cheap"
"491","0","3","male",NA,"1","0","S","Mr","0","cheap"
"492","0","3","male",21,"0","0","S","Mr","0","cheap"
"493","0","1","male",55,"0","0","S","Mr","1","cheap"
"494","0","1","male",71,"0","0","C","Mr","0","medium"
"495","0","3","male",21,"0","0","S","Mr","0","cheap"
"496","0","3","male",NA,"0","0","C","Mr","0","cheap"
"497","1","1","female",54,"1","0","C","Miss","1","exp"
"498","0","3","male",NA,"0","0","S","Mr","0","cheap"
"499","0","1","female",25,"1","2","S","Mr","1","exp"
"500","0","3","male",24,"0","0","S","Mr","0","cheap"
"501","0","3","male",17,"0","0","S","Mr","0","cheap"
"502","0","3","female",21,"0","0","Q","Miss","0","cheap"
"503","0","3","female",NA,"0","0","Q","Miss","0","cheap"
"504","0","3","female",37,"0","0","S","Miss","0","cheap"
"505","1","1","female",16,"0","0","S","Miss","1","exp"
"506","0","1","male",18,"1","0","C","Mr","1","exp"
"507","1","2","female",33,"0","2","S","Mr","0","cheap"
"508","1","1","male",NA,"0","0","S","Mr","0","cheap"
"509","0","3","male",28,"0","0","S","Mr","0","cheap"
"510","1","3","male",26,"0","0","S","Mr","0","medium"
"511","1","3","male",29,"0","0","Q","Mr","0","cheap"
"512","0","3","male",NA,"0","0","S","Mr","0","cheap"
"513","1","1","male",36,"0","0","S","Mr","1","cheap"
"514","1","1","female",54,"1","0","C","Mr","0","medium"
"515","0","3","male",24,"0","0","S","Mr","0","cheap"
"516","0","1","male",47,"0","0","S","Mr","1","cheap"
"517","1","2","female",34,"0","0","S","Mr","1","cheap"
"518","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"519","1","2","female",36,"1","0","S","Mr","0","cheap"
"520","0","3","male",32,"0","0","S","Mr","0","cheap"
"521","1","1","female",30,"0","0","S","Miss","1","exp"
"522","0","3","male",22,"0","0","S","Mr","0","cheap"
"523","0","3","male",NA,"0","0","C","Mr","0","cheap"
"524","1","1","female",44,"0","1","C","Mr","1","medium"
"525","0","3","male",NA,"0","0","C","Mr","0","cheap"
"526","0","3","male",40.5,"0","0","Q","Mr","0","cheap"
"527","1","2","female",50,"0","0","S","Miss","0","cheap"
"528","0","1","male",NA,"0","0","S","Mr","1","exp"
"529","0","3","male",39,"0","0","S","Mr","0","cheap"
"530","0","2","male",23,"2","1","S","Mr","0","cheap"
"531","1","2","female",2,"1","1","S","Miss","0","cheap"
"532","0","3","male",NA,"0","0","C","Mr","0","cheap"
"533","0","3","male",17,"1","1","C","Mr","0","cheap"
"534","1","3","female",NA,"0","2","C","Mr","0","cheap"
"535","0","3","female",30,"0","0","S","Miss","0","cheap"
"536","1","2","female",7,"0","2","S","Miss","0","cheap"
"537","0","1","male",45,"0","0","S","Other","1","cheap"
"538","1","1","female",30,"0","0","C","Miss","0","exp"
"539","0","3","male",NA,"0","0","S","Mr","0","cheap"
"540","1","1","female",22,"0","2","C","Miss","1","medium"
"541","1","1","female",36,"0","2","S","Miss","1","exp"
"542","0","3","female",9,"2","2","S","Miss","0","cheap"
"543","0","3","female",11,"2","2","S","Miss","0","cheap"
"544","1","2","male",32,"1","0","S","Mr","0","cheap"
"545","0","1","male",50,"1","0","C","Mr","1","exp"
"546","0","1","male",64,"0","0","S","Mr","0","cheap"
"547","1","2","female",19,"1","0","S","Mr","0","cheap"
"548","1","2","male",NA,"0","0","C","Mr","0","cheap"
"549","0","3","male",33,"1","1","S","Mr","0","cheap"
"550","1","2","male",8,"1","1","S","Other","0","cheap"
"551","1","1","male",17,"0","2","C","Mr","1","exp"
"552","0","2","male",27,"0","0","S","Mr","0","cheap"
"553","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"554","1","3","male",22,"0","0","C","Mr","0","cheap"
"555","1","3","female",22,"0","0","S","Miss","0","cheap"
"556","0","1","male",62,"0","0","S","Mr","0","cheap"
"557","1","1","female",48,"1","0","C","Mr","1","cheap"
"558","0","1","male",NA,"0","0","C","Mr","0","exp"
"559","1","1","female",39,"1","1","S","Mr","1","exp"
"560","1","3","female",36,"1","0","S","Mr","0","cheap"
"561","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"562","0","3","male",40,"0","0","S","Mr","0","cheap"
"563","0","2","male",28,"0","0","S","Mr","0","cheap"
"564","0","3","male",NA,"0","0","S","Mr","0","cheap"
"565","0","3","female",NA,"0","0","S","Miss","0","cheap"
"566","0","3","male",24,"2","0","S","Mr","0","cheap"
"567","0","3","male",19,"0","0","S","Mr","0","cheap"
"568","0","3","female",29,"0","3","S","Mr","0","cheap"
"569","0","3","male",NA,"0","0","C","Mr","0","cheap"
"570","1","3","male",32,"0","0","S","Mr","0","cheap"
"571","1","2","male",62,"0","0","S","Mr","0","cheap"
"572","1","1","female",53,"2","0","S","Mr","1","medium"
"573","1","1","male",36,"0","0","S","Mr","1","cheap"
"574","1","3","female",NA,"0","0","Q","Miss","0","cheap"
"575","0","3","male",16,"0","0","S","Mr","0","cheap"
"576","0","3","male",19,"0","0","S","Mr","0","cheap"
"577","1","2","female",34,"0","0","S","Miss","0","cheap"
"578","1","1","female",39,"1","0","S","Mr","1","medium"
"579","0","3","female",NA,"1","0","C","Mr","0","cheap"
"580","1","3","male",32,"0","0","S","Mr","0","cheap"
"581","1","2","female",25,"1","1","S","Miss","0","cheap"
"582","1","1","female",39,"1","1","C","Mr","1","exp"
"583","0","2","male",54,"0","0","S","Mr","0","cheap"
"584","0","1","male",36,"0","0","C","Mr","1","medium"
"585","0","3","male",NA,"0","0","C","Mr","0","cheap"
"586","1","1","female",18,"0","2","S","Miss","1","exp"
"587","0","2","male",47,"0","0","S","Mr","0","cheap"
"588","1","1","male",60,"1","1","C","Mr","1","exp"
"589","0","3","male",22,"0","0","S","Mr","0","cheap"
"590","0","3","male",NA,"0","0","S","Mr","0","cheap"
"591","0","3","male",35,"0","0","S","Mr","0","cheap"
"592","1","1","female",52,"1","0","C","Mr","1","exp"
"593","0","3","male",47,"0","0","S","Mr","0","cheap"
"594","0","3","female",NA,"0","2","Q","Miss","0","cheap"
"595","0","2","male",37,"1","0","S","Mr","0","cheap"
"596","0","3","male",36,"1","1","S","Mr","0","cheap"
"597","1","2","female",NA,"0","0","S","Miss","0","cheap"
"598","0","3","male",49,"0","0","S","Mr","0","cheap"
"599","0","3","male",NA,"0","0","C","Mr","0","cheap"
"600","1","1","male",49,"1","0","C","Mr","1","medium"
"601","1","2","female",24,"2","1","S","Mr","0","cheap"
"602","0","3","male",NA,"0","0","S","Mr","0","cheap"
"603","0","1","male",NA,"0","0","S","Mr","0","medium"
"604","0","3","male",44,"0","0","S","Mr","0","cheap"
"605","1","1","male",35,"0","0","C","Mr","0","cheap"
"606","0","3","male",36,"1","0","S","Mr","0","cheap"
"607","0","3","male",30,"0","0","S","Mr","0","cheap"
"608","1","1","male",27,"0","0","S","Mr","0","cheap"
"609","1","2","female",22,"1","2","C","Mr","0","medium"
"610","1","1","female",40,"0","0","S","Miss","1","exp"
"611","0","3","female",39,"1","3","S","Mr","0","cheap"
"612","0","3","male",NA,"0","0","S","Mr","0","cheap"
"613","1","3","female",NA,"1","0","Q","Miss","0","cheap"
"614","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"615","0","3","male",35,"0","0","S","Mr","0","cheap"
"616","1","2","female",24,"1","2","S","Miss","0","exp"
"617","0","3","male",34,"1","1","S","Mr","0","cheap"
"618","0","3","female",26,"1","0","S","Mr","0","cheap"
"619","1","2","female",4,"2","1","S","Miss","1","cheap"
"620","0","2","male",26,"0","0","S","Mr","0","cheap"
"621","0","3","male",27,"1","0","C","Mr","0","cheap"
"622","1","1","male",42,"1","0","S","Mr","1","medium"
"623","1","3","male",20,"1","1","C","Mr","0","cheap"
"624","0","3","male",21,"0","0","S","Mr","0","cheap"
"625","0","3","male",21,"0","0","S","Mr","0","cheap"
"626","0","1","male",61,"0","0","S","Mr","1","cheap"
"627","0","2","male",57,"0","0","Q","Other","0","cheap"
"628","1","1","female",21,"0","0","S","Miss","1","exp"
"629","0","3","male",26,"0","0","S","Mr","0","cheap"
"630","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"631","1","1","male",80,"0","0","S","Mr","1","cheap"
"632","0","3","male",51,"0","0","S","Mr","0","cheap"
"633","1","1","male",32,"0","0","C","Other","1","cheap"
"634","0","1","male",NA,"0","0","S","Mr","0","cheap"
"635","0","3","female",9,"2","2","S","Miss","0","cheap"
"636","1","2","female",28,"0","0","S","Miss","0","cheap"
"637","0","3","male",32,"0","0","S","Mr","0","cheap"
"638","0","2","male",31,"1","1","S","Mr","0","cheap"
"639","0","3","female",41,"0","3","S","Mr","0","cheap"
"640","0","3","male",NA,"1","0","S","Mr","0","cheap"
"641","0","3","male",20,"0","0","S","Mr","0","cheap"
"642","1","1","female",24,"0","0","C","Other","1","exp"
"643","0","3","female",2,"2","2","S","Miss","0","cheap"
"644","1","3","male",NA,"0","0","S","Mr","0","medium"
"645","1","3","female",0.75,"2","1","C","Miss","0","cheap"
"646","1","1","male",48,"1","0","C","Mr","1","exp"
"647","0","3","male",19,"0","0","S","Mr","0","cheap"
"648","1","1","male",56,"0","0","C","Other","1","cheap"
"649","0","3","male",NA,"0","0","S","Mr","0","cheap"
"650","1","3","female",23,"0","0","S","Miss","0","cheap"
"651","0","3","male",NA,"0","0","S","Mr","0","cheap"
"652","1","2","female",18,"0","1","S","Miss","0","cheap"
"653","0","3","male",21,"0","0","S","Mr","0","cheap"
"654","1","3","female",NA,"0","0","Q","Miss","0","cheap"
"655","0","3","female",18,"0","0","Q","Miss","0","cheap"
"656","0","2","male",24,"2","0","S","Mr","0","exp"
"657","0","3","male",NA,"0","0","S","Mr","0","cheap"
"658","0","3","female",32,"1","1","Q","Mr","0","cheap"
"659","0","2","male",23,"0","0","S","Mr","0","cheap"
"660","0","1","male",58,"0","2","C","Mr","1","exp"
"661","1","1","male",50,"2","0","S","Other","0","exp"
"662","0","3","male",40,"0","0","C","Mr","0","cheap"
"663","0","1","male",47,"0","0","S","Mr","1","cheap"
"664","0","3","male",36,"0","0","S","Mr","0","cheap"
"665","1","3","male",20,"1","0","S","Mr","0","cheap"
"666","0","2","male",32,"2","0","S","Mr","0","exp"
"667","0","2","male",25,"0","0","S","Mr","0","cheap"
"668","0","3","male",NA,"0","0","S","Mr","0","cheap"
"669","0","3","male",43,"0","0","S","Mr","0","cheap"
"670","1","1","female",NA,"1","0","S","Mr","1","medium"
"671","1","2","female",40,"1","1","S","Mr","0","cheap"
"672","0","1","male",31,"1","0","S","Mr","1","medium"
"673","0","2","male",70,"0","0","S","Mr","0","cheap"
"674","1","2","male",31,"0","0","S","Mr","0","cheap"
"675","0","2","male",NA,"0","0","S","Mr","0","cheap"
"676","0","3","male",18,"0","0","S","Mr","0","cheap"
"677","0","3","male",24.5,"0","0","S","Mr","0","cheap"
"678","1","3","female",18,"0","0","S","Miss","0","cheap"
"679","0","3","female",43,"1","3","S","Mr","0","medium"
"680","1","1","male",36,"0","1","C","Mr","1","exp"
"681","0","3","female",NA,"0","0","Q","Miss","0","cheap"
"682","1","1","male",27,"0","0","C","Mr","1","exp"
"683","0","3","male",20,"0","0","S","Mr","0","cheap"
"684","0","3","male",14,"2","2","S","Mr","0","medium"
"685","0","2","male",60,"1","1","S","Mr","0","cheap"
"686","0","2","male",25,"1","2","C","Mr","0","medium"
"687","0","3","male",14,"2","1","S","Mr","0","cheap"
"688","0","3","male",19,"0","0","S","Mr","0","cheap"
"689","0","3","male",18,"0","0","S","Mr","0","cheap"
"690","1","1","female",15,"0","1","S","Miss","1","exp"
"691","1","1","male",31,"1","0","S","Mr","1","medium"
"692","1","3","female",4,"0","1","C","Miss","0","cheap"
"693","1","3","male",NA,"0","0","S","Mr","0","medium"
"694","0","3","male",25,"0","0","C","Mr","0","cheap"
"695","0","1","male",60,"0","0","S","Other","0","cheap"
"696","0","2","male",52,"0","0","S","Mr","0","cheap"
"697","0","3","male",44,"0","0","S","Mr","0","cheap"
"698","1","3","female",NA,"0","0","Q","Miss","0","cheap"
"699","0","1","male",49,"1","1","C","Mr","1","exp"
"700","0","3","male",42,"0","0","S","Mr","1","cheap"
"701","1","1","female",18,"1","0","C","Mr","1","exp"
"702","1","1","male",35,"0","0","S","Mr","1","cheap"
"703","0","3","female",18,"0","1","C","Miss","0","cheap"
"704","0","3","male",25,"0","0","Q","Mr","0","cheap"
"705","0","3","male",26,"1","0","S","Mr","0","cheap"
"706","0","2","male",39,"0","0","S","Mr","0","cheap"
"707","1","2","female",45,"0","0","S","Mr","0","cheap"
"708","1","1","male",42,"0","0","S","Mr","1","cheap"
"709","1","1","female",22,"0","0","S","Miss","0","exp"
"710","1","3","male",NA,"1","1","C","Other","0","cheap"
"711","1","1","female",24,"0","0","C","Mr","1","medium"
"712","0","1","male",NA,"0","0","S","Mr","1","cheap"
"713","1","1","male",48,"1","0","S","Mr","1","medium"
"714","0","3","male",29,"0","0","S","Mr","0","cheap"
"715","0","2","male",52,"0","0","S","Mr","0","cheap"
"716","0","3","male",19,"0","0","S","Mr","1","cheap"
"717","1","1","female",38,"0","0","C","Miss","1","exp"
"718","1","2","female",27,"0","0","S","Miss","1","cheap"
"719","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"720","0","3","male",33,"0","0","S","Mr","0","cheap"
"721","1","2","female",6,"0","1","S","Miss","0","cheap"
"722","0","3","male",17,"1","0","S","Mr","0","cheap"
"723","0","2","male",34,"0","0","S","Mr","0","cheap"
"724","0","2","male",50,"0","0","S","Mr","0","cheap"
"725","1","1","male",27,"1","0","S","Mr","1","medium"
"726","0","3","male",20,"0","0","S","Mr","0","cheap"
"727","1","2","female",30,"2","0","S","Mr","0","cheap"
"728","1","3","female",NA,"0","0","Q","Miss","0","cheap"
"729","0","2","male",25,"1","0","S","Mr","0","cheap"
"730","0","3","female",25,"1","0","S","Miss","0","cheap"
"731","1","1","female",29,"0","0","S","Miss","1","exp"
"732","0","3","male",11,"0","0","C","Mr","0","cheap"
"733","0","2","male",NA,"0","0","S","Mr","0","cheap"
"734","0","2","male",23,"0","0","S","Mr","0","cheap"
"735","0","2","male",23,"0","0","S","Mr","0","cheap"
"736","0","3","male",28.5,"0","0","S","Mr","0","cheap"
"737","0","3","female",48,"1","3","S","Mr","0","cheap"
"738","1","1","male",35,"0","0","C","Mr","1","exp"
"739","0","3","male",NA,"0","0","S","Mr","0","cheap"
"740","0","3","male",NA,"0","0","S","Mr","0","cheap"
"741","1","1","male",NA,"0","0","S","Mr","1","cheap"
"742","0","1","male",36,"1","0","S","Mr","1","exp"
"743","1","1","female",21,"2","2","C","Miss","1","exp"
"744","0","3","male",24,"1","0","S","Mr","0","cheap"
"745","1","3","male",31,"0","0","S","Mr","0","cheap"
"746","0","1","male",70,"1","1","S","Other","1","exp"
"747","0","3","male",16,"1","1","S","Mr","0","cheap"
"748","1","2","female",30,"0","0","S","Miss","0","cheap"
"749","0","1","male",19,"1","0","S","Mr","1","medium"
"750","0","3","male",31,"0","0","Q","Mr","0","cheap"
"751","1","2","female",4,"1","1","S","Miss","0","cheap"
"752","1","3","male",6,"0","1","S","Other","1","cheap"
"753","0","3","male",33,"0","0","S","Mr","0","cheap"
"754","0","3","male",23,"0","0","S","Mr","0","cheap"
"755","1","2","female",48,"1","2","S","Mr","0","exp"
"756","1","2","male",0.67,"1","1","S","Other","0","cheap"
"757","0","3","male",28,"0","0","S","Mr","0","cheap"
"758","0","2","male",18,"0","0","S","Mr","0","cheap"
"759","0","3","male",34,"0","0","S","Mr","0","cheap"
"760","1","1","female",33,"0","0","S","Other","1","exp"
"761","0","3","male",NA,"0","0","S","Mr","0","cheap"
"762","0","3","male",41,"0","0","S","Mr","0","cheap"
"763","1","3","male",20,"0","0","C","Mr","0","cheap"
"764","1","1","female",36,"1","2","S","Mr","1","exp"
"765","0","3","male",16,"0","0","S","Mr","0","cheap"
"766","1","1","female",51,"1","0","S","Mr","1","exp"
"767","0","1","male",NA,"0","0","C","Other","0","cheap"
"768","0","3","female",30.5,"0","0","Q","Miss","0","cheap"
"769","0","3","male",NA,"1","0","Q","Mr","0","cheap"
"770","0","3","male",32,"0","0","S","Mr","0","cheap"
"771","0","3","male",24,"0","0","S","Mr","0","cheap"
"772","0","3","male",48,"0","0","S","Mr","0","cheap"
"773","0","2","female",57,"0","0","S","Mr","1","cheap"
"774","0","3","male",NA,"0","0","C","Mr","0","cheap"
"775","1","2","female",54,"1","3","S","Mr","0","cheap"
"776","0","3","male",18,"0","0","S","Mr","0","cheap"
"777","0","3","male",NA,"0","0","Q","Mr","1","cheap"
"778","1","3","female",5,"0","0","S","Miss","0","cheap"
"779","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"780","1","1","female",43,"0","1","S","Mr","1","exp"
"781","1","3","female",13,"0","0","C","Miss","0","cheap"
"782","1","1","female",17,"1","0","S","Mr","1","medium"
"783","0","1","male",29,"0","0","S","Mr","1","cheap"
"784","0","3","male",NA,"1","2","S","Mr","0","cheap"
"785","0","3","male",25,"0","0","S","Mr","0","cheap"
"786","0","3","male",25,"0","0","S","Mr","0","cheap"
"787","1","3","female",18,"0","0","S","Miss","0","cheap"
"788","0","3","male",8,"2","1","Q","Other","0","cheap"
"789","1","3","male",1,"1","2","S","Other","0","cheap"
"790","0","1","male",46,"0","0","C","Mr","1","exp"
"791","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"792","0","2","male",16,"0","0","S","Mr","0","cheap"
"793","0","3","female",NA,"2","2","S","Miss","0","exp"
"794","0","1","male",NA,"0","0","C","Mr","0","cheap"
"795","0","3","male",25,"0","0","S","Mr","0","cheap"
"796","0","2","male",39,"0","0","S","Mr","0","cheap"
"797","1","1","female",49,"0","0","S","Other","1","cheap"
"798","1","3","female",31,"0","0","S","Mr","0","cheap"
"799","0","3","male",30,"0","0","C","Mr","0","cheap"
"800","0","3","female",30,"1","1","S","Mr","0","cheap"
"801","0","2","male",34,"0","0","S","Mr","0","cheap"
"802","1","2","female",31,"1","1","S","Mr","0","cheap"
"803","1","1","male",11,"1","2","S","Other","1","exp"
"804","1","3","male",0.42,"0","1","C","Other","0","cheap"
"805","1","3","male",27,"0","0","S","Mr","0","cheap"
"806","0","3","male",31,"0","0","S","Mr","0","cheap"
"807","0","1","male",39,"0","0","S","Mr","1","cheap"
"808","0","3","female",18,"0","0","S","Miss","0","cheap"
"809","0","2","male",39,"0","0","S","Mr","0","cheap"
"810","1","1","female",33,"1","0","S","Mr","1","medium"
"811","0","3","male",26,"0","0","S","Mr","0","cheap"
"812","0","3","male",39,"0","0","S","Mr","0","cheap"
"813","0","2","male",35,"0","0","S","Mr","0","cheap"
"814","0","3","female",6,"2","2","S","Miss","0","cheap"
"815","0","3","male",30.5,"0","0","S","Mr","0","cheap"
"816","0","1","male",NA,"0","0","S","Mr","1","cheap"
"817","0","3","female",23,"0","0","S","Miss","0","cheap"
"818","0","2","male",31,"1","1","C","Mr","0","cheap"
"819","0","3","male",43,"0","0","S","Mr","0","cheap"
"820","0","3","male",10,"2","2","S","Other","0","cheap"
"821","1","1","female",52,"1","1","S","Mr","1","exp"
"822","1","3","male",27,"0","0","S","Mr","0","cheap"
"823","0","1","male",38,"0","0","S","Other","0","cheap"
"824","1","3","female",27,"0","1","S","Mr","1","cheap"
"825","0","3","male",2,"2","1","S","Other","0","cheap"
"826","0","3","male",NA,"0","0","Q","Mr","0","cheap"
"827","0","3","male",NA,"0","0","S","Mr","0","medium"
"828","1","2","male",1,"0","2","C","Other","0","cheap"
"829","1","3","male",NA,"0","0","Q","Mr","0","cheap"
"830","1","1","female",62,"0","0","C","Mr","1","exp"
"831","1","3","female",15,"1","0","C","Mr","0","cheap"
"832","1","2","male",0.83,"1","1","S","Other","0","cheap"
"833","0","3","male",NA,"0","0","C","Mr","0","cheap"
"834","0","3","male",23,"0","0","S","Mr","0","cheap"
"835","0","3","male",18,"0","0","S","Mr","0","cheap"
"836","1","1","female",39,"1","1","C","Miss","1","exp"
"837","0","3","male",21,"0","0","S","Mr","0","cheap"
"838","0","3","male",NA,"0","0","S","Mr","0","cheap"
"839","1","3","male",32,"0","0","S","Mr","0","medium"
"840","1","1","male",NA,"0","0","C","Mr","1","cheap"
"841","0","3","male",20,"0","0","S","Mr","0","cheap"
"842","0","2","male",16,"0","0","S","Mr","0","cheap"
"843","1","1","female",30,"0","0","C","Miss","0","cheap"
"844","0","3","male",34.5,"0","0","C","Mr","0","cheap"
"845","0","3","male",17,"0","0","S","Mr","0","cheap"
"846","0","3","male",42,"0","0","S","Mr","0","cheap"
"847","0","3","male",NA,"2","2","S","Mr","0","exp"
"848","0","3","male",35,"0","0","C","Mr","0","cheap"
"849","0","2","male",28,"0","1","S","Other","0","cheap"
"850","1","1","female",NA,"1","0","C","Mr","1","exp"
"851","0","3","male",4,"2","2","S","Other","0","cheap"
"852","0","3","male",74,"0","0","S","Mr","0","cheap"
"853","0","3","female",9,"1","1","C","Miss","0","cheap"
"854","1","1","female",16,"0","1","S","Miss","1","cheap"
"855","0","2","female",44,"1","0","S","Mr","0","cheap"
"856","1","3","female",18,"0","1","S","Mr","0","cheap"
"857","1","1","female",45,"1","1","S","Mr","0","exp"
"858","1","1","male",51,"0","0","S","Mr","1","cheap"
"859","1","3","female",24,"0","3","C","Mr","0","cheap"
"860","0","3","male",NA,"0","0","C","Mr","0","cheap"
"861","0","3","male",41,"2","0","S","Mr","0","cheap"
"862","0","2","male",21,"1","0","S","Mr","0","cheap"
"863","1","1","female",48,"0","0","S","Mr","1","cheap"
"864","0","3","female",NA,"2","2","S","Miss","0","exp"
"865","0","2","male",24,"0","0","S","Mr","0","cheap"
"866","1","2","female",42,"0","0","S","Mr","0","cheap"
"867","1","2","female",27,"1","0","C","Miss","0","cheap"
"868","0","1","male",31,"0","0","S","Mr","1","medium"
"869","0","3","male",NA,"0","0","S","Mr","0","cheap"
"870","1","3","male",4,"1","1","S","Other","0","cheap"
"871","0","3","male",26,"0","0","S","Mr","0","cheap"
"872","1","1","female",47,"1","1","S","Mr","1","medium"
"873","0","1","male",33,"0","0","S","Mr","1","cheap"
"874","0","3","male",47,"0","0","S","Mr","0","cheap"
"875","1","2","female",28,"1","0","C","Mr","0","cheap"
"876","1","3","female",15,"0","0","C","Miss","0","cheap"
"877","0","3","male",20,"0","0","S","Mr","0","cheap"
"878","0","3","male",19,"0","0","S","Mr","0","cheap"
"879","0","3","male",NA,"0","0","S","Mr","0","cheap"
"880","1","1","female",56,"0","1","C","Mr","1","exp"
"881","1","2","female",25,"0","1","S","Mr","0","cheap"
"882","0","3","male",33,"0","0","S","Mr","0","cheap"
"883","0","3","female",22,"0","0","S","Miss","0","cheap"
"884","0","2","male",28,"0","0","S","Mr","0","cheap"
"885","0","3","male",25,"0","0","S","Mr","0","cheap"
"886","0","3","female",39,"0","3","Q","Mr","0","cheap"
"887","0","2","male",27,"0","0","S","Other","0","cheap"
"888","1","1","female",19,"0","0","S","Miss","1","cheap"
"889","0","3","female",NA,"1","2","S","Miss","0","cheap"
"890","1","1","male",26,"0","0","C","Mr","1","cheap"
"891","0","3","male",32,"0","0","Q","Mr","0","cheap"
